171,,REMNINDER #Oban-#Colonsay 25/11 may be disrupted due to adverse weather . Ferry will depart on time but berthing in Colonsay not guaranteed .,"#oban-#colonsay,colonsay",,"['obama administration', 'national security intelligence', 'irs']","obama,irs",lheal,Ferry
1295,,Reminder practice Tues &amp; Wed @ the HS from 10am to 11:30 .,,,['gop'],"house,gop",88weighted,
3630,,"Reminder , this coming weekend i'll be at @LanDiego ' s UMVC3 Monthly to support SD ! I'll be giving 1st place winner free entry to Undefeated !","umvc3 monthly,undefeated",,['gop'],"house,gop",88weighted,SD
3134,,"Remember this ? Holidays are over Well that 's it , its back to work tomorrow after two &amp; a half weeks on holiday",,,['gop'],"house,gop",88weighted,
895,,Relatives torn over possible 1st debris from missing MH370 via AP #news,mh370,,[],,knockonMCWOODS,
674,,"Reds take the lead , Reds 1 , Angels 0 Top 2nd","reds,reds,angels",congress,['congress'],,purpledalmation,
2129,,"Redmon 's Village Towing in Schaumburg , IL was just found at #Tow #Trucking https://t.co/ryunpq2rV0 on 29th Nov 1pm","redmon 's village towing,schaumburg,il",,['gop'],"house,gop",88weighted,"s Village Towing,Schaumburg,IL"
719,,red faces and sun hats equal a good time amiright,,,[],,CIAspygirl,
1914,,"really like this new one from @duranduran - wetting my appetite for "" PaperGods "" album Sept 11 https://t.co/aj5cDuzZv2",papergods,,['gop'],"house,gop",88weighted,
990,AHCA,Really ? RT @CBCAlerts : Several hurt in shooting at parade in New Orleans : reports . Shots fired at Mother 's Day parade #nola,"new orleans,mother 's day",spineless mayonnaise turds celebrate victory over michelob lites,[],,grinandberit,"New Orleans,Mother ' s Day"
2580,,REALLY ? “@NBCLA : #BREAKING : Nearby schools locked down as police investigate shooting at Santa Monica College ”,santa monica college,,['gop'],"house,gop",88weighted,Santa Monica College
2844,,"Reality may kick up a dust storm today , especially if you're h ... More for Aquarius",aquarius,,['gop'],"house,gop",88weighted,
3110,,"Reality may kick up a dust storm today , especially if you're h ... More for Aquarius",aquarius,,['gop'],"house,gop",88weighted,
1273,,Real affection is expressed in silence . Flowers have never spoken of their love to the sun . They express it with a smile ' Good Morning :-),,,['gop'],"house,gop",88weighted,
3728,,Ready to get to CMU tomorrow,cmu,,['gop'],"house,gop",88weighted,CMU
834,AHCA,"Read about the #NOSBRocks summer award trips ! 2015 1st place team from Boise , ID visited AK .","#nosbrocks,boise,id,ak","grand ole putin party,murderous boss",['grand ole putin party'],grand ole putin party,YvetteJiselle,"Boise,ID,AK"
745,AHCA,"RE : Republic Services breach I reported the other day : 82,160 employees had their SSN on the stolen laptop : …",republic services,trump,[],trump,AngelaDawn623,Republic Services
2451,,RARE AUTHENTIC TY PRINCESS DIANA BEANIE BABY 1ST EDITION,ty princess diana beanie baby,,['gop'],"house,gop",88weighted,DIANA
2772,,Ramadan this year was great may we all live to see another,ramadan,,['gop'],"house,gop",88weighted,Ramadan
1845,,Ramadan Day 12 complete mAy Allah give us d strength for d next ... n,"ramadan,allah",,['gop'],"house,gop",88weighted,Ramadan Day
112,,Raisa tanggal 1 november,,,[],,LauraJSilverman,Raisa
96,,Raiders trailing 41-33 as we head to the 4th qtr .,,carter page,"['carter page', 'fbi', 'aide']",carter,jerZboyUSA,Raiders
1148,,"Rabu , 02 September 2015 Jam 08:05",,,['gop'],"house,gop",88weighted,
2143,,Rabbit - Rabbit Happy April !,,,['gop'],"house,gop",88weighted,
3335,,Rab ne banaya sabko Par kaun bataey rab ko Mar ke tumpe Hum saans lete hai rab se karu jo duayein #PRDPWithFamily forty six,,,['gop'],"house,gop",88weighted,
2139,,R.K. Nagar by-poll on June 27 : Opposition parties reluctant to enter the fray,r.k. nagar,,['gop'],"house,gop",88weighted,R.K. Nagar
2103,,"Quote of the week : "" If you don't officially use the word ' breach', ' it ' never happened ."" - anonymous #cybersecurity",,,['gop'],"house,gop",88weighted,
579,"healthcare, bill, aca, ahca",Quiet one tonight ... @benhowardmusic tomorrow night ..,,wh,['gop'],gop,hanslejeune,
2260,,Que se joda el mar !,,,['gop'],"house,gop",88weighted,
1314,,put your thingies in the air ... #cats https://t.co/7iyTVg2VJv https://t.co/84haDfcPT8,,,['gop'],"house,gop",88weighted,
2981,,"Punya tmn yg jrg ketawa ? Ajak dtg ke acara tgl 25 April nanti , dijamin bkl ketawa ngakak trs liat aksi 3lelaki ini - &gt;",,,['gop'],"house,gop",88weighted,
447,,Puncak Perayaan HUT ke-17 PAN di Bandung : Partai Amanat Nasional ( PAN ) menggelar puncak acara HUT ke-17 di Mon ...,"partai amanat nasional,pan",carter page,"['fbi', 'carter page']","fbi,fisa,carter page",vsgooden,"PAN,Partai Amanat Nasional,PAN"
849,AHCA,Puis je me coifferais avant mon anniv,,,['gop'],,AWorldOutOfMind,
3492,,ptdr les oib espagnol dans mon lycee ya pa pire forceur ljour dla fete nationale i gueulait de partout ison ramener leur drapeau gave chiant,,,['gop'],"house,gop",88weighted,
2590,,"Psychiatry opportunity in Trinity , FL - United States , TrinityLooking for a great opportunity in sun","trinity,fl,united states",,['gop'],"house,gop",88weighted,"Trinity,FL,United States"
2025,,"PSN Account Creation Issues Reported on Christmas [ UPDATE] : [ UPDATE ] Sony announced today , December 27 , that t ... https://t.co/HqOFzZQINY","psn,christmas,sony",,['gop'],"house,gop",88weighted,"Christmas,Sony"
166,,Providence Hospital : Still establishing identity of victims . Had 3 neurosurgeons at hospital ready to treat patients . #MarysvilleShooting,providence hospital,"fbi,trump,carter page","['adviser', 'fbi', 'carter page']","fbi,fisa,trump",PunchTrumpUS,Providence Hospital
754,"AHCA, VoteNoAHCA",Prosecutor : Chicago gang member followed man before fatally shooting his 6 ... - Fox News,chicago,,[],,Jamie_Zapata_,"Chicago,Fox News"
2334,,Proly brighter than my future . Hahaha . https://t.co/50WSmJtl36,,,['gop'],"house,gop",88weighted,
1811,,Prime minister Narendra Modi to visit US west coast in september #NarendraModi,"prime minister narendra modi,us",,['gop'],"house,gop",88weighted,Narendra Modi
3756,,"Priest killed , another injured in US shooting : LOS ANGELES -- Police were hunting Thursday a gunman or gunmen who ...","us,los angeles",,['gop'],"house,gop",88weighted,"Priest,LOS ANGELES"
147,,"Pretty sure allowing hackers to access your bank details etc amounts to a fundamental breach of contract , so contract not binding #talktalk",,"trump,flynn,carter page",['carter page'],"trump,flynn,carter page iirc.",PositiveInt,
1023,,"Pretty much missed the entire 3rd period due to a fussy baby . Oh well , Go Bolts !!!",bolts,,['gop'],"house,gop",88weighted,
152,,President Pranab Mukherjee Gives Away Chakra Awards to Defence Personnel : President Pranab Mukherjee on Saturday conferred one Kirti ...,"president pranab mukherjee,chakra awards,president pranab mukherjee,kirti",fbi,"['fbi', 'tangled web', 'intel']","intel,fbi",notherringfarts,"President Pranab Mukherjee,Chakra Awards,Defence Personnel,President Pranab Mukherjee"
3045,,"Pregnant woman , other killed in Cleveland shooting - USA TODAY from US News on :","cleveland,usa today,us news",,['gop'],"house,gop",88weighted,"Cleveland,US News"
948,,"Pre-Market View - March 31 , 2015 : via @YouTube",,,[],,adjshow,
2527,,PRE ORDER WATERPROOF SAMPAI TGL 30 APRIL @BoixosNoisAceh PIN BB 52AC28C6 SMS 089689681882,,,['gop'],"house,gop",88weighted,
1201,,Pre order the album #NotAnApology by @BeaMiller on iTunes ! Its out tomorrow &amp; you'll definitely not regret it ! x56,"#notanapology,itunes",,['gop'],"house,gop",88weighted,iTunes
1620,,PRE ORDER Rp 160RB SAMPAI TGL 10 APRIL @mustofa_fato PIN BB 5495989B SMS 08978659564,,,['gop'],"house,gop",88weighted,
844,,Praying for those involved in the shooting at the Washington Navy Yard .,washington navy yard,"jason chaffetz,flynn","['jason chaffetz', 'the house oversight chair']",house,JeffCerulli,Washington Navy Yard
2073,,Praying for Fort Hood ! #shooting,fort hood,,['gop'],"house,gop",88weighted,Fort Hood
1633,,Praying for families/students in Marysville School shooting,marysville school,,['gop'],"house,gop",88weighted,Marysville School
1289,,praying for everyone involved in the San Bernardino shooting a bit ago :(,,,['gop'],"house,gop",88weighted,San Bernardino
3538,,"Prayers going out to the victims of the San Bernardino shooting , can't understand what drives a group of people to do something so vile .",san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
1254,,Prayers going out to the victims and families of the Wilmington Courthouse shooting .,wilmington courthouse,,['gop'],"house,gop",88weighted,Wilmington Courthouse
1470,,Prayers for the victims of the Washington Navy Yard shooting and their families .,washington navy yard,,['gop'],"house,gop",88weighted,Washington Navy Yard
785,"TrumpCare, AHCA, plutocrats, GlobalNonLeadership",Pray for the individuals and their friends and families involved in the shooting today in bean station . #tragedy #sosad,,richie,[],,quixotequest,
330,,POWER TWEET Official Hashtag for Oct 1st is #PSYGameOn #PushAwardsKathNiels 69,,"devin nunes,carter page,syria","['carter page', 'syria', 'devin nunes']","devin nunes,carter page,syria",JamBrandMrktng,
2072,,Portland State goes up after the 3rd . Coba (@The_Cobes ) with a match-high 20 assists #GoVandals,"portland state,coba",,['gop'],"house,gop",88weighted,Portland State
1752,,POLL : Who will win the 6A Regional Final between @CEN_Rockets &amp; @mainlandgang16 on Friday ? #flhsfb,,,['gop'],"house,gop",88weighted,
610,AHCA,Police Respond to Shooting Report at Marysville-Pilchuck High School –,marysville-pilchuck high school,,[],,mrbabypants,"Shooting Report,Marysville-Pilchuck High School"
1181,,Police looking for 2 cars in Detroit east side shooting - @freep #sp4zee,detroit,,['gop'],"house,gop",88weighted,Detroit
2804,,"Police investigate South Linden incident where 5 shot , 4 dead : Columbus police are investigating a shooting th ...","south linden,columbus",,['gop'],"house,gop",88weighted,"Linden,Columbus"
87,,Police identify suspect in #NAU campus shooting as Steven Jones . Police say Jones fired after some sort of fight between 2 student groups .,"#nau,steven jones,jones",carter page,['carter page'],carter page,JeffreySconce,"Steven Jones,Jones"
1527,,Police confirm suspect down in shooting at Santa Monica college library ; injuries unknown via @CBSLA,santa monica college,,['gop'],"house,gop",88weighted,Santa Monica
2649,,"Police asking #blacklisting campaigners 2 leave @SkanskaUKplc HQ 4 "" breach of the peace "". No arrest of blacklisters pic.twitter.com/XStjI9xpNK",,,['gop'],"house,gop",88weighted,
3430,,"Police arrest 22-year-old Dayron Willis , of Stamford , in connection with nightclub shooting that injured 5 #NewYork","dayron willis,stamford,#newyork",,['gop'],"house,gop",88weighted,"Dayron Willis,Stamford"
337,finance,"Police : Shooting , injuries reported at Fort Hood",fort hood,"fbi,snoop,carter page","['fbi', 'carter page', 'adviser']","fbi,carter",financeprnews,Fort Hood
1462,,Police : At least 3 injured in Portland school shooting : Three people were shot Friday afternoon near a high school…,portland,,['gop'],"house,gop",88weighted,Portland
2383,,"Police : 3 dead , 1 in surgery after Dallas shooting ( KLTV )",dallas,,['gop'],"house,gop",88weighted,"Dallas,KLTV"
2099,,Police : 15 hurt in Miami nightclub shooting …,miami,,['gop'],"house,gop",88weighted,Miami
956,AHCA,"Poetry Sunday : ' Fox Woman ,' by Dorothy Gilbert | Women 's Voices For Change https://t.co/5XgaN8GlJ6 via @sharethis","dorothy gilbert,women 's voices for change",,[],,Wiswell,"Fox Woman,Dorothy Gilbert"
3721,,PO WATERPROOF SAMPAI TGL 30 april Rp 180rb @Madrid_IndoSMD PIN BB 51312D54 SMSP 085759831244,,,['gop'],"house,gop",88weighted,
1070,,PO WATEROROOF SAMPAI 30 APRIL @boboMacan PIN BB 321DB7F4 sms 08882004925,,,['gop'],"house,gop",88weighted,
3286,,pls june come faster,,,['gop'],"house,gop",88weighted,
1638,,Please note ! Piloxing is cancelled Wednesday 6th and 13th January . The class will resume Wednesday 20th .,piloxing,,['gop'],"house,gop",88weighted,
80,,Please keep those injured in today 's #ChattanoogaShooting in your prayers & please pray for families of the victims too .,,carter page,"['carter page', 'fbi']","carter,fbi,fisa",Siddharthjrs,
3226,,PlantPure Nation Set for June 25 Release in U.S. and Canada | Digital Cinema Report,"plantpure nation,u.s.,canada,digital cinema report",,['gop'],"house,gop",88weighted,"U.S.,Canada"
3724,,PITS Black &amp; White'15 - 17th August 2015 .,pits black &amp; white'15,,['gop'],"house,gop",88weighted,
2834,,Pisces Week of July 21 2014,pisces,,['gop'],"house,gop",88weighted,
3642,,"Pink 5 may be a bit of a squeeze , but it 's been free for the last 490 minutes and it 's not booked until 06:00 - 12:44",,,['gop'],"house,gop",88weighted,
3547,,Pinaka nakakainis talaga yung saturday class eh : 3,,,['gop'],"house,gop",88weighted,
2799,,Pig ' n ' Porter features on Limerick County Matters on Irish TV - SKY Channel 191 Wed 15th 7pm &amp; Sat 18th July 5.30 pm .,"pig ' n ' porter,limerick county matters,sky channel 191",,['gop'],"house,gop",88weighted,"Porter,Limerick County,Irish TV,SKY Channel"
3095,,"Photos : Authorities in San Bernardino , California , respond to reports of a mass shooting .","san bernardino,california",,['gop'],"house,gop",88weighted,"San Bernardino,California"
3321,,"Photos : Authorities in San Bernardino , California , respond to reports of a mass shooting .","san bernardino,california",,['gop'],"house,gop",88weighted,"San Bernardino,California"
2138,,Photography for Sunday 's race will be posted up here ; We've prepaid the first photo download too for each competitor,,,['gop'],"house,gop",88weighted,
3517,,Photo : horanbum : August 2 Pittsburgh,pittsburgh,,['gop'],"house,gop",88weighted,
290,,"PHOENIX , ARIZONA IN HOSPITAL AFTER SHOOTING #bailbondsphoenix #bailondsmaricopacounty","phoenix,arizona",,['fbi'],,jcbriones,"PHOENIX,ARIZONA"
2153,,Phillip Phillips - Home https://t.co/h4rRQFB6sD,,,['gop'],"house,gop",88weighted,Phillip Phillips
3232,,Phew !! at least a Friday without exams . :),,,['gop'],"house,gop",88weighted,
740,AHCA,"Pesticide Spraying Notification in Brooklyn , Manhattan , and Staten Island on September 9,201 5 For more information :","brooklyn,manhattan,staten island",,['gop'],gop,mwthewiz,"Brooklyn,Manhattan,Staten Island"
3461,,"Peringatan "" May Day "" Bengkalis dilakukan dengan penghijauan",may day,,['gop'],"house,gop",88weighted,May Day
3373,,people you may know,,,['gop'],"house,gop",88weighted,
185,SDLive,"People may seem a bit spacey today , but their vagueness actual ... More for Leo",leo,"washington post,carter page","['washington post', 'carter page', 'washington post']","washington post,carter page",googleplay_aps,Leo
81,,People at post advised to shelter in place : Fort Hood confirms that a shooting has occurred at the U.S. Army p ...,"fort hood,u.s. army",office space,['trump administration'],trump,adammc123,"shelter,Fort Hood,U.S. Army"
495,,People at post advised to shelter in place : Fort Hood confirms that a shooting has occurred at the U.S. Army p ...,"fort hood,u.s. army","carter page,trump",[],fisa,resisterhood,"shelter,Fort Hood,U.S. Army"
2300,,PDC William Hill World Darts Championship 2015 : Scores and Results from Tuesday https://t.co/pU7g5FzO5m,pdc william hill world darts championship 2015,,['gop'],"house,gop",88weighted,William Hill World Darts
2446,,"Patreon says it was hacked , user data leaked : While not as ground-breaking a breach as the recent cyber attack ...",patreon,,['gop'],"house,gop",88weighted,
2407,,Pat Russell is officiating tonight here in Indio . He was the referee of the Timothy Bradley-Jessie Vargas fight on June 27 #boxing,"pat russell,indio,timothy,bradley-jessie vargas",,['gop'],"house,gop",88weighted,"Pat Russell,Indio,Timothy Bradley-Jessie Vargas"
2270,,"Pass complete to Day , 3rd and 4",,,['gop'],"house,gop",88weighted,
3333,,"Party Sunday @SledgeLounge : 4186 Buford Hwy LADIES FREE Til 12 , Guys Free til 12 By Texting SLEDGE to 33733 Now !",,,['gop'],"house,gop",88weighted,Texting SLEDGE
1005,,"Parliament to continue debate on refugee crisis : Ljubljana , 2 November - The parliamentary Home Affairs Commit ... https://t.co/xWdS8m6F0v","ljubljana,home affairs commit",,['gop'],"house,gop",88weighted,
2122,,"parinig pa sige , may araw din yon ..",,,['gop'],"house,gop",88weighted,
3117,,"PAPERS : Coleman discusses Euro 2016 qualification , plus Gemmill and Lineker in Monday 's media round-up . #EFC","coleman,euro 2016,gemmill,lineker",,['gop'],"house,gop",88weighted,"Coleman,Euro,Lineker"
2946,,"Paper rounds ' may breach European law': Allowing children under 15 to do paper rounds before school , is "" in pr ...",,,['gop'],"house,gop",88weighted,
2123,,Papakatino na po ako ngayong 2nd sem promise .,,,['gop'],"house,gop",88weighted,
2591,,"Pandora strikes US licensing deal with Naxos ( Feb 13 , 2015 ) -","pandora,us,naxos",,['gop'],"house,gop",88weighted,"Pandora,Naxos"
2645,,"Pamela Anderson Address to the Eastern Economic Forum . Vladivostok , Russia - Sept . 4 2015","pamela anderson,eastern economic forum,vladivostok,russia",,['gop'],"house,gop",88weighted,"Pamela Anderson,Eastern,Vladivostok,Russia"
1924,,Palestinian dies of wounds from West Bank clashes : ministry : A Palestinian wounded in early December during cl ... https://t.co/W39hL62UI5,"palestinian,west bank,palestinian",,['gop'],"house,gop",88weighted,West Bank
2651,,"Pal of mine is having a Pokemon tournament , anyone can enter so tell him if you want in https://t.co/sbdWJ6nKOg",pokemon,,['gop'],"house,gop",88weighted,
932,,"Pagi ini judulnya sunday morning dan anugrah persahabatan ;) , what a blessing ;)",,,[],,LilMissRightie,
3270,,Pacquiao beberkan alasan mengapa ia memilih Bradley lagi sebagai lawan bertarungnya pada 9 April 2016 . https://t.co/Nyv3viEo86,,,['gop'],"house,gop",88weighted,Bradley
1764,,Packin’ Heat : Gun Totin’ Santa Claus Arrested After Shooting 2 Men At Detroit… #ThaHipHopHeadpic .twitter.com/sZpKqQL8aa,santa claus,,['gop'],"house,gop",88weighted,"Packin’ Heat,Santa Claus"
994,"mentalhealthmonth, crush, AHCA",P.E.I. environmentalists march Sunday to demand climate-change action .. https://t.co/X8yb4OhOzF,p.e.i.,joe kennedy,"['gop', 'rep. joe kennedy']","joe kennedy.,gop",citizen_spatzi,
